Date,Facility,Population,Daily_Usage_L,Peak_Hours,Drinking_L,Sanitation_L,Labs_Cleaning_L,Cooking_L,Rainfall_mm,Temp_Min_C,Temp_Max_C,Humidity_Percent,Leak_Reports,Repair_Hrs,Pipe_Condition,Special_Event,Vacation_Exam
13-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,25,34,74,0,,Good,None,No
13-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,25,34,74,0,,Good,None,No
13-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,25,34,74,0,,Poor,None,No
13-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,25,34,74,0,,Fair,None,No
13-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,25,34,74,0,,Poor,None,No
13-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,25,34,74,0,,Good,None,No
13-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,25,34,74,0,,Poor,None,No
13-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,25,34,74,0,,Good,None,No
13-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,34,74,0,,Good,None,No
13-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,34,74,0,,Good,None,No
13-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,34,74,0,,Fair,None,No
13-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,25,34,74,0,,Fair,None,No
13-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,25,34,74,0,,Poor,None,No
14-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,27,33,79,0,,Good,None,No
14-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,33,79,0,,Good,None,No
14-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,33,79,0,,Poor,None,No
14-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,27,33,79,0,,Good,None,No
14-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,27,33,79,0,,Fair,None,No
14-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,27,33,79,0,,Good,None,No
14-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,33,79,0,,Good,None,No
14-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,27,33,79,0,,Fair,None,No
14-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,27,33,79,0,,Good,None,No
14-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,27,33,79,0,,Poor,None,No
14-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,27,33,79,0,,Poor,None,No
14-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,33,79,0,,Good,None,No
14-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,33,79,0,,Fair,None,No
14-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,33,79,0,,Poor,None,No
14-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,33,79,0,,Fair,None,No
14-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,27,33,79,0,,Good,None,No
14-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,27,33,79,0,,Fair,None,No
15-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,26,31,77,0,,Poor,None,No
15-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,26,31,77,0,,Good,None,No
15-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,26,31,77,0,,Good,None,No
15-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,26,31,77,0,,Good,None,No
15-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,26,31,77,0,,Good,None,No
15-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,26,31,77,0,,Good,None,No
15-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,26,31,77,0,,Fair,None,No
15-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,26,31,77,0,,Poor,None,No
15-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,26,31,77,0,,Good,None,No
15-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,26,31,77,0,,Fair,None,No
15-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,26,31,77,0,,Good,None,No
15-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,26,31,77,1,2,Good,None,No
15-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,26,31,77,0,,Fair,None,No
15-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,26,31,77,0,,Good,None,No
15-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,26,31,77,0,,Fair,None,No
15-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,26,31,77,0,,Fair,None,No
15-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,26,31,77,0,,Poor,None,No
16-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,28,34,80,1,7,Fair,None,No
16-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,34,80,0,,Good,None,No
16-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,34,80,0,,Fair,None,No
16-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,28,34,80,0,,Good,None,No
16-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,28,34,80,1,6,Poor,None,No
16-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,28,34,80,0,,Fair,None,No
16-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,34,80,0,,Poor,None,No
16-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,28,34,80,0,,Good,None,No
16-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,28,34,80,0,,Good,None,No
16-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,28,34,80,0,,Poor,None,No
16-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,28,34,80,0,,Poor,None,No
16-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,34,80,0,,Poor,None,No
16-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,34,80,0,,Fair,None,No
16-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,34,80,0,,Fair,None,No
16-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,34,80,0,,Fair,None,No
16-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,28,34,80,0,,Poor,None,No
16-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,28,34,80,0,,Fair,None,No
17-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,27,32,65,0,,Good,None,No
17-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,32,65,1,8,Fair,None,No
17-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,32,65,0,,Fair,None,No
17-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,27,32,65,0,,Poor,None,No
17-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,27,32,65,0,,Good,None,No
17-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,27,32,65,0,,Poor,None,No
17-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,32,65,0,,Poor,None,No
17-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,27,32,65,0,,Poor,None,No
17-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,27,32,65,0,,Good,None,No
17-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,27,32,65,0,,Fair,None,No
17-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,27,32,65,0,,Good,None,No
17-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,32,65,0,,Poor,None,No
17-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,32,65,0,,Poor,None,No
17-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,32,65,0,,Poor,None,No
17-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,32,65,1,7,Fair,None,No
17-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,27,32,65,0,,Poor,None,No
17-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,27,32,65,0,,Good,None,No
18-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,28,35,74,0,,Good,None,No
18-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,35,74,0,,Good,None,No
18-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,35,74,0,,Good,None,No
18-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,28,35,74,0,,Good,None,No
18-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,28,35,74,0,,Poor,None,No
18-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,28,35,74,0,,Good,None,No
18-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,35,74,0,,Good,None,No
18-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,28,35,74,0,,Fair,None,No
18-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,28,35,74,0,,Good,None,No
18-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,28,35,74,0,,Good,None,No
18-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,28,35,74,0,,Poor,None,No
18-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,35,74,0,,Good,None,No
18-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,35,74,0,,Poor,None,No
18-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,35,74,0,,Good,None,No
18-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,35,74,0,,Fair,None,No
18-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,28,35,74,0,,Good,None,No
18-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,28,35,74,0,,Fair,None,No
19-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,28,33,70,0,,Poor,None,No
19-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,33,70,0,,Poor,None,No
19-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,33,70,0,,Good,None,No
19-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,28,33,70,0,,Good,None,No
19-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,28,33,70,0,,Poor,None,No
19-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,28,33,70,0,,Good,None,No
19-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,33,70,0,,Good,None,No
19-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,28,33,70,0,,Poor,None,No
19-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,28,33,70,0,,Poor,None,No
19-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,28,33,70,1,6,Fair,None,No
19-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,28,33,70,0,,Poor,None,No
19-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,33,70,0,,Poor,None,No
19-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,33,70,0,,Fair,None,No
19-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,33,70,0,,Poor,None,No
19-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,33,70,0,,Fair,None,No
19-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,28,33,70,0,,Good,None,No
19-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,28,33,70,0,,Good,None,No
20-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,27,34,65,0,,Good,None,No
20-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,34,65,0,,Fair,None,No
20-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,34,65,0,,Good,None,No
20-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,27,34,65,0,,Good,None,No
20-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,27,34,65,0,,Poor,None,No
20-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,27,34,65,0,,Good,None,No
20-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,34,65,0,,Fair,None,No
20-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,27,34,65,0,,Fair,None,No
20-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,27,34,65,0,,Good,None,No
20-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,27,34,65,0,,Poor,None,No
20-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,27,34,65,0,,Poor,None,No
20-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,34,65,0,,Fair,None,No
20-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,34,65,0,,Good,None,No
20-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,34,65,0,,Fair,None,No
20-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,34,65,0,,Good,None,No
20-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,27,34,65,0,,Good,None,No
20-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,27,34,65,0,,Good,None,No
21-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,25,35,67,0,,Poor,None,No
21-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,25,35,67,0,,Poor,None,No
21-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,25,35,67,1,7,Good,None,No
21-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,25,35,67,0,,Fair,None,No
21-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,25,35,67,0,,Good,None,No
21-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,25,35,67,0,,Good,None,No
21-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,25,35,67,0,,Poor,None,No
21-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,25,35,67,0,,Poor,None,No
21-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,25,35,67,0,,Poor,None,No
21-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,25,35,67,0,,Good,None,No
21-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,25,35,67,0,,Fair,None,No
21-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,25,35,67,0,,Fair,None,No
21-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,35,67,0,,Fair,None,No
21-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,35,67,1,2,Fair,None,No
21-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,35,67,0,,Poor,None,No
21-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,25,35,67,0,,Good,None,No
21-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,25,35,67,0,,Good,None,No
22-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,26,33,67,0,,Good,None,No
22-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,26,33,67,0,,Fair,None,No
22-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,26,33,67,0,,Poor,None,No
22-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,26,33,67,0,,Poor,None,No
22-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,26,33,67,0,,Good,None,No
22-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,26,33,67,0,,Fair,None,No
22-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,26,33,67,0,,Fair,None,No
22-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,26,33,67,0,,Fair,None,No
22-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,26,33,67,0,,Good,None,No
22-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,26,33,67,0,,Poor,None,No
22-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,26,33,67,0,,Poor,None,No
22-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,26,33,67,0,,Good,None,No
22-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,26,33,67,0,,Poor,None,No
22-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,26,33,67,0,,Poor,None,No
22-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,26,33,67,0,,Good,None,No
22-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,26,33,67,0,,Poor,None,No
22-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,26,33,67,0,,Poor,None,No
23-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,28,35,72,0,,Good,None,No
23-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,35,72,0,,Poor,None,No
23-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,35,72,1,6,Poor,None,No
23-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,28,35,72,0,,Poor,None,No
23-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,28,35,72,0,,Good,None,No
23-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,28,35,72,0,,Fair,None,No
23-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,35,72,0,,Good,None,No
23-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,28,35,72,0,,Good,None,No
23-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,28,35,72,0,,Fair,None,No
23-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,28,35,72,0,,Poor,None,No
23-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,28,35,72,0,,Poor,None,No
23-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,35,72,0,,Poor,None,No
23-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,35,72,0,,Poor,None,No
23-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,35,72,0,,Good,None,No
23-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,35,72,0,,Poor,None,No
23-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,28,35,72,0,,Fair,None,No
23-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,28,35,72,0,,Poor,None,No
24-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,28,31,78,0,,Good,None,No
24-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,31,78,0,,Poor,None,No
24-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,28,31,78,0,,Good,None,No
24-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,28,31,78,0,,Poor,None,No
24-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,28,31,78,0,,Fair,None,No
24-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,28,31,78,0,,Fair,None,No
24-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,31,78,0,,Fair,None,No
24-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,28,31,78,0,,Fair,None,No
24-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,28,31,78,0,,Fair,None,No
24-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,28,31,78,1,4,Fair,None,No
24-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,28,31,78,0,,Poor,None,No
24-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,28,31,78,0,,Fair,None,No
24-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,31,78,1,4,Poor,None,No
24-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,31,78,0,,Poor,None,No
24-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,28,31,78,0,,Fair,None,No
24-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,28,31,78,0,,Good,None,No
24-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,28,31,78,0,,Fair,None,No
25-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,27,33,80,0,,Poor,None,No
25-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,33,80,0,,Good,None,No
25-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,27,33,80,0,,Poor,None,No
25-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,27,33,80,0,,Fair,None,No
25-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,27,33,80,0,,Fair,None,No
25-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,27,33,80,0,,Good,None,No
25-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,33,80,0,,Good,None,No
25-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,27,33,80,0,,Fair,None,No
25-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,27,33,80,0,,Poor,None,No
25-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,27,33,80,0,,Good,None,No
25-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,27,33,80,0,,Good,None,No
25-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,27,33,80,0,,Poor,None,No
25-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,33,80,0,,Good,None,No
25-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,33,80,0,,Poor,None,No
25-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,27,33,80,0,,Good,None,No
25-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,27,33,80,0,,Good,None,No
25-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,27,33,80,0,,Good,None,No
26-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,25,34,66,0,,Poor,None,No
26-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,25,34,66,0,,Fair,None,No
26-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,25,34,66,0,,Poor,None,No
26-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,25,34,66,0,,Good,None,No
26-07-2024,AB5,2880,72000,"08-10, 12-14",14400,43200,14400,0,0,25,34,66,0,,Good,None,No
26-07-2024,Admin Block,2920,58000,10-Dec,11600,34800,11600,0,0,25,34,66,0,,Poor,None,No
26-07-2024,Hostel 1,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,25,34,66,0,,Fair,None,No
26-07-2024,Hostel 2,3146,424710,"06-09, 18-21",31853,220849,44595,127413,0,25,34,66,0,,Fair,None,No
26-07-2024,Hostel 3,3388,457380,"06-09, 18-21",34303,237837,48026,137214,0,25,34,66,0,,Fair,None,No
26-07-2024,Hostel 4,3630,490050,"06-09, 18-21",36753,254826,51456,147015,0,25,34,66,0,,Poor,None,No
26-07-2024,Hostel 5,3872,522720,"06-09, 18-21",39204,271814,54886,156816,0,25,34,66,0,,Good,None,No
26-07-2024,Hostel 6,2904,392040,"06-09, 18-21",29403,203860,41165,117612,0,25,34,66,0,,Good,None,No
26-07-2024,Cafeteria 1,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,34,66,0,,Good,None,No
26-07-2024,Cafeteria 2,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,34,66,0,,Poor,None,No
26-07-2024,Cafeteria 3,1500,49949,"12-15, 18-20",4994,14984,0,29971,0,25,34,66,0,,Good,None,No
26-07-2024,Swimming Pool,0,15000,,0,0,0,0,0,25,34,66,0,,Fair,None,No
26-07-2024,Gym,300,5000,"06-09, 17-21",250,2000,0,0,0,25,34,66,0,,Poor,None,No
27-07-2024,AB1,5760,144000,"08-10, 12-14",28800,86400,28800,0,0,25,34,69,0,,Poor,None,No
27-07-2024,AB2,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,25,34,69,0,,Good,None,No
27-07-2024,AB3,4200,105000,"08-10, 12-14",21000,63000,21000,0,0,25,34,69,0,,Fair,None,No
27-07-2024,AB4,8400,210000,"08-10, 12-14",42000,126000,42000,0,0,25,34,69,0,,Poor,None,No
